Company_Brand,Sector,Stage,Amount($),HeadQuarter,What_it_does,Year
Avanse Financial Services,technology,Unknown,15000000.0,Mumbai,"Avanse, regulated by the Reserve Bank of India, is an education finance company that operates as a non-banking finance company (NBFC).",2020
Industry Buying,e_commerce,Unknown,15000000.0,Delhi,India's largest industrial ecommerce platform,2020
Hopscotch,e_commerce,Unknown,25000000.0,Mumbai,"Hopscotch provides an insider access to international brands for babies, kids, and moms.",2020
Pristyn Care,health_and_wellness,Unknown,11000000.0,Gurugram,Pristyn Care is Health Care Startup that is disrupting Day Care Procedures.,2020
WoodenStreet,manufacturing_and_industrial,Unknown,1000000.0,Rajasthan,Wooden Street is a online furniture platform that provides custom made & ready to order furniture.,2020
ACKO,finance_and_banking,Unknown,60000000.0,Mumbai,Acko General Insurance is a private sector general insurance company in India.,2020
Farmers Fresh Zone,agriculture_and_food,Unknown,470000.0,Kochi,FarmersFZ is an online venture for fresh and safe vegetables and agri products.,2020
Invento,technology,Unknown,3000000.0,Bangalore,Invento Robotics specializes in developing service robots intended for customer interactions.,2020
Infurnia,technology,Unknown,240000.0,Bangalore,Infurnia Technologies is an eponymous cloud-based architecture design software platform.,2020
AnalytIQSports's SuperCric,technology,Unknown,3000000.0,Bangalore,SuperCric is India's first strategy Cricket Manager simulation game,2020
Snowflake,technology,Unknown,3000000000.0,California,Snowflake is a cloud data platform that provides a data warehouse-as-a-service designed for the cloud.,2020
GenieTalk,technology,Unknown,750000.0,Indore,GenieTalk as a virtual assistant uses AI to bring conversation commerce with a personalised experience on the app.,2020
Classplus,education_and_learning,Unknown,10000000.0,Noida,Classplus offers a mobile-first SaaS platform for 3000+ tutors to offer their curriculum and operations completely online.,2020
Mobile Premier League,technology,Unknown,74000000.0,Bangalore,Mobile Premier League(MPL) is a skill based E-Sports platform where you can play your favourite mobile games,2020
Fourth Partner Energy,energy_and_environment,Unknown,16000000.0,Hyderabad,Fourth Partner Energy provides turnkey rooftop solar energy solutions for customers in India.,2020
Flipkart,e_commerce,Unknown,62000000.0,Bangalore,Flipkart is an e-commerce marketplace that offers over 30 million products cross 70+ categories.,2020
Vivriti Capital,technology,Unknown,1000000.0,Chennai,Vivriti Capital is a marketplace for small enterprises and individuals that lack efficient access to financial services.,2020
InsuranceDekho,technology,Unknown,20000000.0,Ludhiana,The funding for branding and marketing activities as well as strengthening the product and technology teams,2020
BestDoc,health_and_wellness,Unknown,2100000.0,Kochi,An Intelligent Patient Relationship Management (PRM) system for hospitals and other healthcare providers in India.,2020
Byju’s,education_and_learning,Unknown,500000000.0,Bangalore,An Indian educational technology and online tutoring firm,2020
Melorra,fashion_and_lifestyle,Unknown,12500000.0,Bangalore,Melorra is an operator of an online jewelry store that is used to offer contemporary jewelry.,2020
Reliance,multinational conglomerate company,Unknown,2200000000.0,Mumbai,"Reliance owns businesses across India engaged in energy, petrochemicals, textiles, natural resources",2020
Inflexor Ventures,technology,Unknown,10000000.0,Mumbai,Experienced Venture Capital-General Partner focused on Technology investments.,2020
Pandorum,technology,Unknown,5060000.0,Bangalore,A Bangalore based biotechnology company with focus on tissue engineering and regenerative medicine.,2020
SpeakIn,technology,Unknown,3000000.0,Noida,"AI-enabled network of speakers and thought leaders, aka. experts",2020
LetsUp,media_and_entertainment,Unknown,3000000.0,Mumbai,"Provides News, Jobs, Information & Entertainment on WhatsApp, Absolutely free",2020
Newsreach,media_and_entertainment,Unknown,3000000.0,Gujarat,NewsReach India offers partner publications a digital footprint,2020
Dream11,technology,Unknown,225000000.0,Mumbai,Dream11 is India’s Biggest Sports Game with 30 million+ users playing Fantasy Cricket,2020
SignalX,technology,Unknown,750000.0,Hyderabad,"An AI-powered SaaS platform for corporate risk and due diligence for a comprehensive financial, legal, regulatory, and reputational risk analysis",2020
JetSynthesys,technology,Unknown,40000000.0,Mumbai,Gaming and entertainment startup,2020
Vesta Space Technology,technology,Unknown,10000000.0,Pune,VestaSpace Technology specialises in making small satellite platforms for commercial and scientific applications.,2020
Dozee,health_and_wellness,Unknown,1600000.0,Bangalore,Dozee offers health and wellness monitoring products.,2020
Rebel Foods,automotive_and_transportation,Unknown,50000000.0,Pune,"Known for its larger brands – Faasos, Behrouz Biryani, Oven story and Mandarin",2020
Nykaa,fashion_and_lifestyle,Unknown,24700000.0,Mumbai,Cosmetics & beauty products online,2020
Ketto,finance_and_banking,Unknown,7700000.0,Mumbai,"Crowdfunding, Charity, E-commerce",2020
Suryoday,finance_and_banking,Unknown,800000.0,Mumbai,Banks that extends two distinct fixed deposit schemes,2020
SucSEED,finance_and_banking,Unknown,1300000.0,Hyderabad,Venture Partners,2020
Unacademy,education_and_learning,Unknown,150000000.0,Bangalore,Unacademy is an Indian online education technology company,2020
Strata,real_estate_and_construction,Unknown,19067328.0,Bangalore,"Commercial Real Estate, Commercial Property Investment, Best Long Term Investments",2020
3one4 Capital,finance_and_banking,Unknown,100000000.0,Bangalore,Use transformative capital and a deep involvement strategy to help Indian entrepreneurs,2020
WE-Hub,marketing_and_advertising,Unknown,3000000.0,Hyderabad,WE HUB is the first-of-its-kind and only State-run platform for Women Entrepreneurs.,2020
Zomato,automotive_and_transportation,Unknown,62000000.0,Haryana,Get online food delivery from restaurants near you,2020
Vicara,technology,Unknown,3000000.0,Bangalore,A deep tech startup pioneering in motion-based interfaces and insights.,2020
Gaana,technology,Unknown,51000000.0,Gurugram,Gaana is a commercial music streaming service providing free and licensed music.,2020
EM3 Agri,agriculture_and_food,Unknown,1000000.0,Noida,A pioneering organization in the farming-as-a service (FaaS) space,2020
Plum,fashion_and_lifestyle,Unknown,115000.0,Thane,"Shampoos, Conditioner & Hair Mask For Healthy, Happy Hair",2020
Odwen,manufacturing_and_industrial,Unknown,54000.0,Noida,India's first do-it-yourself warehouse management system.,2020
Fasal,agriculture_and_food,Unknown,20000.0,Bangalore,Captures real-time data on crop growth conditions using on-farm sensors and delivers advisories to farmers in Indian languages,2020
Trukky,technology,Unknown,3000000.0,Ahmedabad,"Transportation, logistics services & cargo services.",2020
BankBazaar,finance_and_banking,Unknown,9000000.0,Chennai,Check your latest Credit Score and get your Credit Report online in India for Free,2020
Specsmakers,health_and_wellness,Unknown,3000000.0,Chennai,"A leader in crafting stylish, high-quality, eyewear at affordable prices.",2020
Grinntech,manufacturing_and_industrial,Unknown,2000000.0,Dehradun,"Grinntech has a range of Lithium-ion batteries which sets new standards in Electrical safety, Energy density, Durability",2020
CreditMantri,finance_and_banking,Unknown,803146.0,Chennai,CreditMantri is a provider of comprehensive Credit Analysis and Credit Improvement programs.,2020
Chai Waale,automotive_and_transportation,Unknown,238000.0,Chennai,Given the rising trend in the number of tea stalls in the city,2020
Deepsync,technology,Unknown,300000.0,Bangalore,"Deepsync is a revolutionary way to record your content, without you really speaking.",2020
ConnectedH,health_and_wellness,Unknown,3000000.0,Gurugram,The company’s vision is simple – Connected Healthcare.,2020
Reliance Retail,e_commerce,Unknown,10220000.0,Mumbai,"Retailer delivering superior value to its customers, suppliers and shareholders.",2020
QShala,education_and_learning,Unknown,300000.0,Bangalore,A platform that helps kids learn about life skills,2020
Pitstop,automotive_and_transportation,Unknown,1020000.0,Bangalore,"Pitstop owns and operates a network of garages that provides car repair, detailing",2020
Zomato,automotive_and_transportation,Unknown,100000000.0,Haryana,Get online food delivery from restaurants near you,2020
Customfit ai,technology,Unknown,3000000.0,Bangalore,Operates on a SaaS model by providing a hyper-personalised website to users.,2020
Nirmata,technology,Unknown,3000000.0,San Francisco,Nirmata offers a complete solution for Kubernetes management and deployment for cloud-based apps,2020
Hire Me Car,technology,Seed,3000000.0,Noida,HireMeCar.com offers customers the fastest and easiest way to plan road travel.,2020
Oga Fit,health_and_wellness,Pre-series A,3000000.0,Bangalore,The new-age home workout app that gives you an unmatched boutique digital fitness studio experience.,2020
ShipsKart,e_commerce,Pre-series A,200000.0,Delhi,"ShipsKart platform that streamlines the way marine stores are ordered, approved and received on board with the help of technology.",2020
SquadStack,technology,Series A,5000000.0,San Francisco,"Empowering consumer businesses to improve their sales conversions and funnel efficiency, using Artificial Intelligence & Data Science.",2020
Financepeer,education_and_learning,Pre-series A,3000000.0,Mumbai,Financepeer is an AI based peer to peer lending platform.,2020
Cashify,e_commerce,Debt,10000000.0,Gurugram,Cashify.in is an e-commerce platform for reselling used electronic gadgets.,2020
Etrio,automotive_and_transportation,Series A,3000000.0,Hyderabad,"Etrio is an electric vehicle company in India with tata ace electric, Electric Tata ace HT",2020
Codeyoung,education_and_learning,Seed,3000000.0,Bangalore,Codeyoung provides live online coding classes for kids between the age of 5 - 17.,2020
StayQrious,education_and_learning,Seed,2000000.0,Bangalore,"Live online coding courses with social learning. Build coding skills, confident communication and leadership skills with your very own coach.",2020
Sunstone Eduversity,education_and_learning,Series A,3000000.0,Gurugram,India's Only Business School That Offers MBA & PGDM Programs With 100% Placement Assurance.,2020
Infilect,technology,Pre-series A,1500000.0,Bangalore,Infilect Technologies specialises in visual content intelligence by parsing large-scale visual content such as photos and videos,2020
MobiGarage,e_commerce,Pre-series A,3000000.0,Delhi,An ecommerce platform for refurbished electronics.,2020
Samunnati,agriculture_and_food,Debt,20000000.0,Chennai,Samunnati is a financial service provider focused on agri value chains.,2020
WeInnovate Biosolutions,technology,Seed,3000000.0,Pune,Startup working dedicatedly in the area of healthcare-therapeutic solutions.,2020
Yummy Corp,automotive_and_transportation,Series B,12000000.0,Tangerang,"Yummy Corp is a food & beverages company that provides delicious, fresh, and creative food solutions for everyday corporate and group needs.",2020
